station_id,datetime,no,year,month,day,hour,pm2.5,pm10,so2,no2,co,o3,temp,pres,dewp,rain,wspm,alert,pm2.5_lag_1,pm2.5_lag_3,pm2.5_lag_6
Aotizhongxin,2013-03-01,15.5,2013.0,3.0,1.0,14.5,7.666666666666667,12.5,12.61111111111111,26.5,466.6666666666667,60.888888888888886,2.3277777777777775,1027.7777777777778,-18.677777777777777,0.0,3.033333333333333,0.0,6.611111111111111,5.611111111111111,5.0
Aotizhongxin,2013-03-02,36.5,2013.0,3.0,2.0,11.5,30.75,42.083333333333336,36.625,66.66666666666667,824.9166666666666,29.75,0.6166666666666667,1026.8500000000001,-15.9375,0.0,1.4791666666666667,0.0,27.875,22.541666666666668,16.208333333333332
Aotizhongxin,2013-03-03,60.5,2013.0,3.0,3.0,11.5,76.91666666666667,120.54166666666667,61.291666666666664,81.0,1620.625,19.125,5.566666666666666,1014.6083333333332,-12.316666666666668,0.0,1.6583333333333332,0.0,78.875,78.20833333333333,81.5
Aotizhongxin,2013-03-04,85.71428571428571,2013.0,3.0,4.0,12.714285714285714,23.428571428571427,45.523809523809526,24.095238095238095,50.19047619047619,642.8571428571429,52.523809523809526,10.371428571428572,1017.7142857142857,-11.685714285714287,0.0,2.361904761904762,0.0,20.857142857142858,22.666666666666668,18.80952380952381
Aotizhongxin,2013-03-05,108.5,2013.0,3.0,5.0,11.5,148.875,183.79166666666666,93.875,132.83333333333334,2357.9583333333335,68.45833333333333,6.291666666666667,1010.9,-7.5249999999999995,0.0,1.1291666666666667,0.4583333333333333,141.875,127.58333333333333,105.58333333333333
Aotizhongxin,2013-03-06,132.82608695652175,2013.0,3.0,6.0,11.826086956521738,224.6086956521739,267.8695652173913,117.65217391304348,142.1304347826087,3108.3478260869565,19.652173913043477,7.326086956521739,1007.491304347826,-4.134782608695652,0.0,1.4869565217391305,1.0,222.2608695652174,215.91304347826087,213.1304347826087
Aotizhongxin,2013-03-07,156.5,2013.0,3.0,7.0,11.5,263.375,316.0833333333333,97.54166666666667,147.75,3632.875,38.833333333333336,9.2875,1002.3208333333333,-2.0333333333333337,0.0,1.5583333333333333,1.0,258.5416666666667,253.33333333333334,257.3333333333333
Aotizhongxin,2013-03-08,181.85,2013.0,3.0,8.0,12.85,200.2,259.45,65.9,111.9,2479.7,78.4,10.3,999.595,-1.085,0.0,1.78,0.55,214.2,235.9,263.7
Aotizhongxin,2013-03-09,204.47826086956522,2013.0,3.0,9.0,11.478260869565217,61.34782608695652,211.08695652173913,34.34782608695652,46.52173913043478,1217.1739130434783,74.17391304347827,6.747826086956521,1004.3956521739129,-9.978260869565217,0.0,3.1956521739130435,0.0,64.91304347826087,69.43478260869566,78.56521739130434
Aotizhongxin,2013-03-10,228.5,2013.0,3.0,10.0,11.5,34.291666666666664,68.91666666666667,22.916666666666668,49.666666666666664,708.3333333333334,82.66666666666667,5.2625,1020.4916666666667,-12.85,0.0,2.441666666666667,0.0,31.166666666666668,26.541666666666668,21.375
Aotizhongxin,2013-03-11,252.5,2013.0,3.0,11.0,11.5,123.79166666666667,178.29166666666666,86.875,90.66666666666667,1670.75,75.25,5.5375000000000005,1013.6625,-6.620833333333334,0.0,1.5666666666666667,0.16666666666666666,122.45833333333333,114.45833333333333,103.0
Aotizhongxin,2013-03-12,276.8695652173913,2013.0,3.0,12.0,11.869565217391305,123.04347826086956,116.73913043478261,25.52173913043478,72.52173913043478,1634.695652173913,36.130434782608695,4.521739130434782,1008.9391304347826,1.452173913043478,0.12173913043478261,1.0347826086956522,0.043478260869565216,125.43478260869566,131.2608695652174,128.7826086956522
Aotizhongxin,2013-03-13,300.5,2013.0,3.0,13.0,11.5,16.041666666666668,19.333333333333332,16.25,36.083333333333336,504.1666666666667,71.875,4.929166666666666,1022.475,-10.049999999999999,0.0,2.3291666666666666,0.0,16.375,22.875,36.625
Aotizhongxin,2013-03-14,324.5,2013.0,3.0,14.0,11.5,95.16666666666667,107.29166666666667,51.916666666666664,70.375,1337.2916666666667,68.91666666666667,3.8166666666666664,1021.4,-3.5875,0.0,1.9541666666666666,0.041666666666666664,90.16666666666667,82.375,71.625
Aotizhongxin,2013-03-15,348.5,2013.0,3.0,15.0,11.5,212.29166666666666,250.625,75.58333333333333,99.41666666666667,2116.5,44.208333333333336,6.3999999999999995,1014.5,-1.0666666666666667,0.0,1.4208333333333334,0.875,204.33333333333334,188.95833333333334,167.70833333333334
Aotizhongxin,2013-03-16,372.8695652173913,2013.0,3.0,16.0,11.869565217391305,242.30434782608697,254.69565217391303,70.78260869565217,89.6086956521739,2173.608695652174,67.65217391304348,9.7,1016.8478260869565,0.9043478260869565,0.0,1.7260869565217392,1.0,248.34782608695653,253.17391304347825,266.2608695652174
Aotizhongxin,2013-03-17,396.5,2013.0,3.0,17.0,11.5,284.5416666666667,309.6666666666667,73.66666666666667,113.875,2558.0,96.54166666666667,10.008333333333333,1001.9375,3.1458333333333335,0.0,1.1458333333333333,1.0,275.2083333333333,260.8333333333333,241.5
Aotizhongxin,2013-03-18,420.5,2013.0,3.0,18.0,11.5,70.66666666666667,118.04166666666667,19.625,46.166666666666664,866.5833333333334,89.04166666666667,8.383333333333333,1001.2208333333333,-9.404166666666667,0.004166666666666667,3.6374999999999997,0.125,87.20833333333333,118.04166666666667,155.70833333333334
Aotizhongxin,2013-03-19,446.7647058823529,2013.0,3.0,19.0,13.764705882352942,44.529411764705884,52.0,17.235294117647058,46.35294117647059,800.0,22.294117647058822,2.411764705882353,1009.8588235294117,-0.5882352941176471,0.5294117647058824,1.964705882352941,0.0,43.294117647058826,41.76470588235294,44.411764705882355
Aotizhongxin,2013-03-20,468.5,2013.0,3.0,20.0,11.5,48.916666666666664,47.791666666666664,12.5,41.541666666666664,920.8333333333334,32.083333333333336,1.5208333333333333,1017.1208333333334,-2.8208333333333333,0.3125,2.058333333333333,0.0,47.208333333333336,44.958333333333336,40.375
Aotizhongxin,2013-03-21,492.5,2013.0,3.0,21.0,11.5,148.95833333333334,161.75,21.666666666666668,85.75,1454.0416666666667,11.875,3.5875,1004.9250000000001,-1.425,0.0,1.6500000000000001,0.5,143.875,132.875,116.70833333333333
Aotizhongxin,2013-03-22,516.5,2013.0,3.0,22.0,11.5,90.41666666666667,144.58333333333334,26.041666666666668,70.375,979.125,33.916666666666664,6.304166666666667,1011.5583333333334,-4.5375000000000005,0.0,2.5500000000000003,0.16666666666666666,97.375,109.83333333333333,125.83333333333333
Aotizhongxin,2013-03-23,530.0,2013.0,3.0,23.0,1.0,58.333333333333336,83.33333333333333,13.666666666666666,83.0,1399.6666666666667,2.6666666666666665,2.3000000000000003,1009.8666666666667,-2.8000000000000003,0.0,1.5666666666666667,0.0,61.666666666666664,61.333333333333336,70.0
Aotizhongxin,2013-03-24,,,,,,,,,,,,,,,,,,,,
